URLs,Subdirectories
https://www.nfl.com/videos/slater-reveals-the-sneaky-fast-udfa-rb-who-cowboys-will-rely-on-in-tony-pollard-,"['', 'videos', 'slater-reveals-the-sneaky-fast-udfa-rb-who-cowboys-will-rely-on-in-tony-pollard-']"
https://www.nfl.com/videos/next-gen-stats-tnf-preview-cowboys-at-titans,"['', 'videos', 'next-gen-stats-tnf-preview-cowboys-at-titans']"
https://www.nfl.com/videos/brian-baldinger-s-film-breakdown-of-justin-jefferson-s-dominance-vs-packers-in-w,"['', 'videos', 'brian-baldinger-s-film-breakdown-of-justin-jefferson-s-dominance-vs-packers-in-w']"
https://www.nfl.com/videos/baldinger-s-film-breakdown-of-mike-white-s-best-jets-passes-in-2022,"['', 'videos', 'baldinger-s-film-breakdown-of-mike-white-s-best-jets-passes-in-2022']"
https://www.nfl.com/videos/rapoport-explains-how-derek-carr-s-trade-situation-could-mirror-alex-smith-s-in-,"['', 'videos', 'rapoport-explains-how-derek-carr-s-trade-situation-could-mirror-alex-smith-s-in-']"
https://www.nfl.com/videos/marc-ross-raiders-benching-of-carr-wasn-t-made-in-interest-of-winning-games,"['', 'videos', 'marc-ross-raiders-benching-of-carr-wasn-t-made-in-interest-of-winning-games']"
https://www.nfl.com/videos/slater-joshua-dobbs-to-start-for-titans-tony-pollard-out-for-cowboys,"['', 'videos', 'slater-joshua-dobbs-to-start-for-titans-tony-pollard-out-for-cowboys']"
https://www.nfl.com/videos/latin-heritage-month-tom-flores,"['', 'videos', 'latin-heritage-month-tom-flores']"
https://www.nfl.com/videos/underdog-stories-will-hernandez,"['', 'videos', 'underdog-stories-will-hernandez']"
https://www.nfl.com/videos/interview-with-broncos-latina-cheerleader,"['', 'videos', 'interview-with-broncos-latina-cheerleader']"
https://www.nfl.com/videos/por-la-cultura,"['', 'videos', 'por-la-cultura']"
https://www.nfl.com/videos/latest-news-week-17-tnf-preview-and-nfl-pro-era-with-andrew-hawk-hawkins-around-,"['', 'videos', 'latest-news-week-17-tnf-preview-and-nfl-pro-era-with-andrew-hawk-hawkins-around-']"
https://www.nfl.com/videos/week-17-fantasy-sleepers-preparation-equals-performance-presented-by-castrol-edg,"['', 'videos', 'week-17-fantasy-sleepers-preparation-equals-performance-presented-by-castrol-edg']"
https://www.nfl.com/videos/cam-akers-is-finishing-the-season-strong-week-17-look-to-the-data-presented-by-i,"['', 'videos', 'cam-akers-is-finishing-the-season-strong-week-17-look-to-the-data-presented-by-i']"
https://www.nfl.com/videos/week-17-fantasy-headlines-game-previews-nfl-fantasy-football-show,"['', 'videos', 'week-17-fantasy-headlines-game-previews-nfl-fantasy-football-show']"
https://www.nfl.com/videos/gmfb-makes-their-prediction-ahead-of-cowboys-titans,"['', 'videos', 'gmfb-makes-their-prediction-ahead-of-cowboys-titans']"
https://www.nfl.com/videos/adam-rank-s-fantasy-starts-sit-for-week-17,"['', 'videos', 'adam-rank-s-fantasy-starts-sit-for-week-17']"
https://www.nfl.com/videos/prime-video-tnf-host-charissa-thompson-previews-cowboys-titans,"['', 'videos', 'prime-video-tnf-host-charissa-thompson-previews-cowboys-titans']"
https://www.nfl.com/videos/former-nfl-qb-ryan-leaf-breaks-down-sam-darnold-s-week-16-play,"['', 'videos', 'former-nfl-qb-ryan-leaf-breaks-down-sam-darnold-s-week-16-play']"
https://www.nfl.com/videos/j-j-watt-on-his-decision-to-announce-his-retirement-following-22-season,"['', 'videos', 'j-j-watt-on-his-decision-to-announce-his-retirement-following-22-season']"
https://www.nfl.com/videos/nfl-way-to-play-recipient-for-week-16-de-cameron-heyward-s-sack-on-qb-derek-carr,"['', 'videos', 'nfl-way-to-play-recipient-for-week-16-de-cameron-heyward-s-sack-on-qb-derek-carr']"
https://www.nfl.com/videos/who-will-have-more-yardage-cowboys-running-backs-or-malik-willis-passing-gmfb,"['', 'videos', 'who-will-have-more-yardage-cowboys-running-backs-or-malik-willis-passing-gmfb']"
https://www.nfl.com/videos/pelissero-provides-the-latest-injury-news-for-derrick-henry-micah-parsons-tony-p,"['', 'videos', 'pelissero-provides-the-latest-injury-news-for-derrick-henry-micah-parsons-tony-p']"
https://www.nfl.com/videos/former-nfl-qb-ryan-leaf-shares-his-stories-from-the-1998-nfl-draft,"['', 'videos', 'former-nfl-qb-ryan-leaf-shares-his-stories-from-the-1998-nfl-draft']"
