URLs,Subdirectories
https://www.nfl.com/videos/andy-reid-lauds-steve-spagnuolo-s-tremendous-game-plan-vs-browns,"['', 'videos', 'andy-reid-lauds-steve-spagnuolo-s-tremendous-game-plan-vs-browns']"
https://www.nfl.com/videos/russell-wilson-doug-baldwin-remember-mlk-s-legacy-on-twitter,"['', 'videos', 'russell-wilson-doug-baldwin-remember-mlk-s-legacy-on-twitter']"
https://www.nfl.com/videos/every-teams-best-play-divisional-round,"['', 'videos', 'every-teams-best-play-divisional-round']"
https://www.nfl.com/videos/aaron-donald-highlights-2020-season,"['', 'videos', 'aaron-donald-highlights-2020-season']"
https://www.nfl.com/videos/j-k-dobbins-highlights-2020-season,"['', 'videos', 'j-k-dobbins-highlights-2020-season']"
https://www.nfl.com/videos/lamar-jackson-highlights-2020-season,"['', 'videos', 'lamar-jackson-highlights-2020-season']"
https://www.nfl.com/videos/rapoport-teams-have-started-calling-texans-about-deshaun-watson,"['', 'videos', 'rapoport-teams-have-started-calling-texans-about-deshaun-watson']"
https://www.nfl.com/videos/andy-reid-there-was-no-doubt-we-were-going-to-try-to-convert-late-fourth-down,"['', 'videos', 'andy-reid-there-was-no-doubt-we-were-going-to-try-to-convert-late-fourth-down']"
https://www.nfl.com/videos/rapoport-chargers-agree-to-terms-with-brandon-staley-to-become-next-head-coach,"['', 'videos', 'rapoport-chargers-agree-to-terms-with-brandon-staley-to-become-next-head-coach']"
https://www.nfl.com/videos/gmfb-awards-game-balls-for-top-performers-of-divisional-round,"['', 'videos', 'gmfb-awards-game-balls-for-top-performers-of-divisional-round']"
https://www.nfl.com/videos/gmfb-breaks-down-texans-head-coaching-search,"['', 'videos', 'gmfb-breaks-down-texans-head-coaching-search']"
https://www.nfl.com/videos/taron-johnson-breaks-down-his-game-changing-pick-six-vs-ravens,"['', 'videos', 'taron-johnson-breaks-down-his-game-changing-pick-six-vs-ravens']"
https://www.nfl.com/videos/matt-lafleur-reacts-to-packers-win-over-rams,"['', 'videos', 'matt-lafleur-reacts-to-packers-win-over-rams']"
https://www.nfl.com/videos/drew-brees-on-his-future-i-m-going-to-give-myself-an-opportunity-to-think-about-,"['', 'videos', 'drew-brees-on-his-future-i-m-going-to-give-myself-an-opportunity-to-think-about-']"
https://www.nfl.com/videos/rapoport-mahomes-showing-positive-signs-after-entering-concussion-protocol,"['', 'videos', 'rapoport-mahomes-showing-positive-signs-after-entering-concussion-protocol']"
https://www.nfl.com/videos/you-ready-to-roll-inside-the-chiefs-epic-4th-down-play-call,"['', 'videos', 'you-ready-to-roll-inside-the-chiefs-epic-4th-down-play-call']"
https://www.nfl.com/videos/tom-brady-reacts-to-making-it-to-the-nfc-championship-game-with-the-bucs,"['', 'videos', 'tom-brady-reacts-to-making-it-to-the-nfc-championship-game-with-the-bucs']"
https://www.nfl.com/videos/alicia-keys-anthony-mackie-tell-the-history-of-lift-every-voice-and-sing,"['', 'videos', 'alicia-keys-anthony-mackie-tell-the-history-of-lift-every-voice-and-sing']"
https://www.nfl.com/videos/drew-brees-in-2020-i-ve-had-to-fight-through-more-than-any-other-season,"['', 'videos', 'drew-brees-in-2020-i-ve-had-to-fight-through-more-than-any-other-season']"
https://www.nfl.com/videos/steve-smith-sr-on-drew-brees-he-s-one-of-the-greatest-to-play-against,"['', 'videos', 'steve-smith-sr-on-drew-brees-he-s-one-of-the-greatest-to-play-against']"
