URLs,Subdirectories
https://www.nfl.com/videos/mic-d-up-zeke-helps-cowboys-clinch-nfc-east-week-16-321991,"['', 'videos', 'mic-d-up-zeke-helps-cowboys-clinch-nfc-east-week-16-321991']"
https://www.nfl.com/videos/colts-vs-titans-week-17-preview-nfl-playbook-321995,"['', 'videos', 'colts-vs-titans-week-17-preview-nfl-playbook-321995']"
https://www.nfl.com/videos/los-angeles-chargers-quarterback-philip-rivers-discusses-his-pursuit-for--321967,"['', 'videos', 'los-angeles-chargers-quarterback-philip-rivers-discusses-his-pursuit-for--321967']"
https://www.nfl.com/videos/mic-d-up-ooh-la-la-cleveland-browns-defensive-end-myles-garrett-loves-roo-321982,"['', 'videos', 'mic-d-up-ooh-la-la-cleveland-browns-defensive-end-myles-garrett-loves-roo-321982']"
https://www.nfl.com/videos/nfl-network-s-charley-casserly-s-keys-to-a-indianapolis-colts-win-over-th-321963,"['', 'videos', 'nfl-network-s-charley-casserly-s-keys-to-a-indianapolis-colts-win-over-th-321963']"
https://www.nfl.com/videos/nfl-network-s-charley-casserly-s-keys-to-a-tennessee-titans-win-over-the--321956,"['', 'videos', 'nfl-network-s-charley-casserly-s-keys-to-a-tennessee-titans-win-over-the--321956']"
https://www.nfl.com/videos/former-nfl-running-back-steven-jackson-discusses-the-way-up-chris-long-th-321955,"['', 'videos', 'former-nfl-running-back-steven-jackson-discusses-the-way-up-chris-long-th-321955']"
https://www.nfl.com/videos/ford-offensive-line-of-the-week-nominees-week-16-321953,"['', 'videos', 'ford-offensive-line-of-the-week-nominees-week-16-321953']"
https://www.nfl.com/videos/los-angeles-rams-head-coach-sean-mcvay-on-potentially-securing-bye-that-s-321951,"['', 'videos', 'los-angeles-rams-head-coach-sean-mcvay-on-potentially-securing-bye-that-s-321951']"
https://www.nfl.com/videos/new-england-patriots-quarterback-tom-brady-i-have-goals-to-play-not-only--321942,"['', 'videos', 'new-england-patriots-quarterback-tom-brady-i-have-goals-to-play-not-only--321942']"
https://www.nfl.com/videos/how-does-oregon-quarterback-justin-herbert-staying-in-school-impact-the-2-321939,"['', 'videos', 'how-does-oregon-quarterback-justin-herbert-staying-in-school-impact-the-2-321939']"
