URLs,Subdirectories
https://www.nfl.com/news/2014-nfl-draft-steelers-bears-among-teams-with-tons-at-stake-0ap2000000341801,"['', 'news', '2014-nfl-draft-steelers-bears-among-teams-with-tons-at-stake-0ap2000000341801']"
https://www.nfl.com/news/josh-freeman-new-york-giants-reach-1-year-contract-0ap2000000341763,"['', 'news', 'josh-freeman-new-york-giants-reach-1-year-contract-0ap2000000341763']"
https://www.nfl.com/news/jared-lorenzen-brings-humor-to-ncaa-legislation-0ap2000000341761,"['', 'news', 'jared-lorenzen-brings-humor-to-ncaa-legislation-0ap2000000341761']"
https://www.nfl.com/news/report-rob-gronkowski-to-take-his-time-coming-back-0ap2000000341757,"['', 'news', 'report-rob-gronkowski-to-take-his-time-coming-back-0ap2000000341757']"
https://www.nfl.com/news/browns-josh-gordon-sees-club-drafting-top-quarterback-0ap2000000341750,"['', 'news', 'browns-josh-gordon-sees-club-drafting-top-quarterback-0ap2000000341750']"
https://www.nfl.com/news/nfl-s-gulliver-league-has-been-paving-gay-players-path-for-year-0ap2000000341573,"['', 'news', 'nfl-s-gulliver-league-has-been-paving-gay-players-path-for-year-0ap2000000341573']"
https://www.nfl.com/news/peyton-manning-no-word-for-broncos-super-bowl-loss-0ap2000000341741,"['', 'news', 'peyton-manning-no-word-for-broncos-super-bowl-loss-0ap2000000341741']"
https://www.nfl.com/news/nfl-health-update-steelers-president-rooney-honored-by-jdrf-0ap2000000341768,"['', 'news', 'nfl-health-update-steelers-president-rooney-honored-by-jdrf-0ap2000000341768']"
https://www.nfl.com/news/colin-branch-among-first-to-take-nflpa-sponsored-brain-screenin-0ap2000000341758,"['', 'news', 'colin-branch-among-first-to-take-nflpa-sponsored-brain-screenin-0ap2000000341758']"
https://www.nfl.com/news/anthony-barr-believes-cowboys-see-him-as-defensive-end-0ap2000000341729,"['', 'news', 'anthony-barr-believes-cowboys-see-him-as-defensive-end-0ap2000000341729']"
https://www.nfl.com/news/media-report-blasts-handling-of-jameis-winston-investigation-0ap2000000341733,"['', 'news', 'media-report-blasts-handling-of-jameis-winston-investigation-0ap2000000341733']"
https://www.nfl.com/news/bounce-back-candidates-defense-0ap2000000341531,"['', 'news', 'bounce-back-candidates-defense-0ap2000000341531']"
https://www.nfl.com/news/haloti-ngata-rejected-long-term-deal-from-ravens-0ap2000000341727,"['', 'news', 'haloti-ngata-rejected-long-term-deal-from-ravens-0ap2000000341727']"
https://www.nfl.com/news/peyton-manning-montee-ball-ready-to-be-starting-rb-0ap2000000341726,"['', 'news', 'peyton-manning-montee-ball-ready-to-be-starting-rb-0ap2000000341726']"
https://www.nfl.com/news/titans-teammates-gush-over-dexter-mccluster-0ap2000000341720,"['', 'news', 'titans-teammates-gush-over-dexter-mccluster-0ap2000000341720']"
https://www.nfl.com/news/brian-cushing-clowney-s-going-to-be-a-great-football-player-0ap2000000341719,"['', 'news', 'brian-cushing-clowney-s-going-to-be-a-great-football-player-0ap2000000341719']"
https://www.nfl.com/news/golden-tate-detroit-lions-offense-will-fit-me-better-0ap2000000341717,"['', 'news', 'golden-tate-detroit-lions-offense-will-fit-me-better-0ap2000000341717']"
https://www.nfl.com/news/davis-khalil-mack-better-fit-for-texans-than-jadeveon-clowney-0ap2000000341701,"['', 'news', 'davis-khalil-mack-better-fit-for-texans-than-jadeveon-clowney-0ap2000000341701']"
https://www.nfl.com/news/chris-johnson-tracker-new-york-jets-the-favorites-0ap2000000339444,"['', 'news', 'chris-johnson-tracker-new-york-jets-the-favorites-0ap2000000339444']"
https://www.nfl.com/news/usc-s-cody-kessler-wins-starting-quarterback-battle-0ap2000000341688,"['', 'news', 'usc-s-cody-kessler-wins-starting-quarterback-battle-0ap2000000341688']"
https://www.nfl.com/news/chicago-bears-draft-needs-aaron-donald-to-join-jared-allen-0ap2000000341663,"['', 'news', 'chicago-bears-draft-needs-aaron-donald-to-join-jared-allen-0ap2000000341663']"
https://www.nfl.com/news/baltimore-ravens-aren-t-finished-adding-running-backs-0ap2000000341687,"['', 'news', 'baltimore-ravens-aren-t-finished-adding-running-backs-0ap2000000341687']"
https://www.nfl.com/news/davis-derek-carr-could-be-a-poor-man-s-matthew-stafford-0ap2000000341675,"['', 'news', 'davis-derek-carr-could-be-a-poor-man-s-matthew-stafford-0ap2000000341675']"
https://www.nfl.com/news/chris-johnson-s-n-y-jets-visit-creates-good-feelings-0ap2000000341664,"['', 'news', 'chris-johnson-s-n-y-jets-visit-creates-good-feelings-0ap2000000341664']"
https://www.nfl.com/news/rolando-mcclain-bombs-in-baltimore-ravens-workout-0ap2000000341656,"['', 'news', 'rolando-mcclain-bombs-in-baltimore-ravens-workout-0ap2000000341656']"
https://www.nfl.com/news/jim-mora-anthony-barr-reminds-me-of-john-abraham-0ap2000000341653,"['', 'news', 'jim-mora-anthony-barr-reminds-me-of-john-abraham-0ap2000000341653']"
https://www.nfl.com/news/roster-reset-nfc-north-0ap2000000341651,"['', 'news', 'roster-reset-nfc-north-0ap2000000341651']"
https://www.nfl.com/news/report-colorado-wr-paul-richardson-visiting-49ers-0ap2000000341612,"['', 'news', 'report-colorado-wr-paul-richardson-visiting-49ers-0ap2000000341612']"
https://www.nfl.com/news/carson-palmer-won-t-complain-if-cardinals-draft-qb-0ap2000000341639,"['', 'news', 'carson-palmer-won-t-complain-if-cardinals-draft-qb-0ap2000000341639']"
https://www.nfl.com/news/kelcy-quarles-disputes-report-he-was-involved-in-nightclub-figh-0ap2000000341630,"['', 'news', 'kelcy-quarles-disputes-report-he-was-involved-in-nightclub-figh-0ap2000000341630']"
https://www.nfl.com/news/justin-gilbert-calvin-pryor-among-dbs-visiting-saints-0ap2000000341618,"['', 'news', 'justin-gilbert-calvin-pryor-among-dbs-visiting-saints-0ap2000000341618']"
https://www.nfl.com/news/auburn-ot-greg-robinson-to-visit-with-texans-next-week-0ap2000000341614,"['', 'news', 'auburn-ot-greg-robinson-to-visit-with-texans-next-week-0ap2000000341614']"
https://www.nfl.com/news/mock-draft-5-0-jadeveon-clowney-aj-mccarron-to-texans-0ap2000000341602,"['', 'news', 'mock-draft-5-0-jadeveon-clowney-aj-mccarron-to-texans-0ap2000000341602']"
https://www.nfl.com/news/mike-holmgren-draft-a-quarterback-and-stand-by-him-0ap2000000341596,"['', 'news', 'mike-holmgren-draft-a-quarterback-and-stand-by-him-0ap2000000341596']"
https://www.nfl.com/news/johnny-manziel-working-out-for-cleveland-browns-this-weekend-0ap2000000341574,"['', 'news', 'johnny-manziel-working-out-for-cleveland-browns-this-weekend-0ap2000000341574']"
https://www.nfl.com/news/nick-saban-says-two-defenders-needed-to-stop-amari-cooper-0ap2000000341580,"['', 'news', 'nick-saban-says-two-defenders-needed-to-stop-amari-cooper-0ap2000000341580']"
