URLs,Subdirectories
https://www.nfl.com/videos/nfl-network-s-charley-casserly-breaks-down-the-clemson-tigers-three-domin-424482,"['', 'videos', 'nfl-network-s-charley-casserly-breaks-down-the-clemson-tigers-three-domin-424482']"
https://www.nfl.com/videos/nfl-network-insider-ian-rapoport-wide-receiver-golden-tate-agrees-to-four-424476,"['', 'videos', 'nfl-network-insider-ian-rapoport-wide-receiver-golden-tate-agrees-to-four-424476']"
https://www.nfl.com/videos/jacksonville-jaguars-quarterback-nick-foles-explains-why-he-s-wearing-jer-424467,"['', 'videos', 'jacksonville-jaguars-quarterback-nick-foles-explains-why-he-s-wearing-jer-424467']"
https://www.nfl.com/videos/washington-redskins-safety-landon-collins-i-broke-down-when-i-got-a-signe-424462,"['', 'videos', 'washington-redskins-safety-landon-collins-i-broke-down-when-i-got-a-signe-424462']"
https://www.nfl.com/videos/nfl-network-insider-ian-rapoport-details-safety-ha-ha-clinton-dix-s-contr-424457,"['', 'videos', 'nfl-network-insider-ian-rapoport-details-safety-ha-ha-clinton-dix-s-contr-424457']"
https://www.nfl.com/videos/buffalo-bills-wide-receiver-cole-beasley-signing-with-the-bills-was-a-pre-424456,"['', 'videos', 'buffalo-bills-wide-receiver-cole-beasley-signing-with-the-bills-was-a-pre-424456']"
https://www.nfl.com/videos/nfl-network-s-tom-pelissero-minnesota-vikings-defensive-end-everson-griff-424455,"['', 'videos', 'nfl-network-s-tom-pelissero-minnesota-vikings-defensive-end-everson-griff-424455']"
https://www.nfl.com/videos/nfl-network-insider-ian-rapoport-explains-why-carolina-panthers-released--424454,"['', 'videos', 'nfl-network-insider-ian-rapoport-explains-why-carolina-panthers-released--424454']"
https://www.nfl.com/videos/washington-redskins-safety-landon-collins-i-want-to-prove-a-point-to-new--424439,"['', 'videos', 'washington-redskins-safety-landon-collins-i-want-to-prove-a-point-to-new--424439']"
https://www.nfl.com/videos/kimberly-jones-cleveland-browns-wide-receiver-odell-beckham-jr-never-want-424438,"['', 'videos', 'kimberly-jones-cleveland-browns-wide-receiver-odell-beckham-jr-never-want-424438']"
https://www.nfl.com/videos/jacksonville-jaguars-quarterback-nick-foles-jaguars-are-primed-to-have-a--424435,"['', 'videos', 'jacksonville-jaguars-quarterback-nick-foles-jaguars-are-primed-to-have-a--424435']"
https://www.nfl.com/videos/nfl-network-s-mike-garafolo-safety-ha-ha-clinton-dix-heading-to-chicago-b-424434,"['', 'videos', 'nfl-network-s-mike-garafolo-safety-ha-ha-clinton-dix-heading-to-chicago-b-424434']"
https://www.nfl.com/videos/washington-redskins-safety-landon-collins-on-cleveland-browns-wide-receiv-424430,"['', 'videos', 'washington-redskins-safety-landon-collins-on-cleveland-browns-wide-receiv-424430']"
https://www.nfl.com/videos/exclusive-cleveland-browns-gm-john-dorsey-talks-about-how-the-wide-receiv-424429,"['', 'videos', 'exclusive-cleveland-browns-gm-john-dorsey-talks-about-how-the-wide-receiv-424429']"
https://www.nfl.com/videos/steve-wyche-don-t-rule-out-free-agent-safety-eric-berry-joining-cleveland-424427,"['', 'videos', 'steve-wyche-don-t-rule-out-free-agent-safety-eric-berry-joining-cleveland-424427']"
https://www.nfl.com/videos/notre-dame-linebacker-tevon-coney-s-full-2019-nfl-scouting-combine-workou-424420,"['', 'videos', 'notre-dame-linebacker-tevon-coney-s-full-2019-nfl-scouting-combine-workou-424420']"
https://www.nfl.com/videos/usc-linebacker-porter-gustin-s-full-2019-nfl-scouting-combine-workout-424417,"['', 'videos', 'usc-linebacker-porter-gustin-s-full-2019-nfl-scouting-combine-workout-424417']"
https://www.nfl.com/videos/nfl-network-s-gregg-rosenthal-finds-team-fits-for-top-remaining-free-agen-424411,"['', 'videos', 'nfl-network-s-gregg-rosenthal-finds-team-fits-for-top-remaining-free-agen-424411']"
https://www.nfl.com/videos/next-gen-stats-dee-ford-s-average-seconds-to-sack-and-pressure-ranking-424410,"['', 'videos', 'next-gen-stats-dee-ford-s-average-seconds-to-sack-and-pressure-ranking-424410']"
https://www.nfl.com/videos/jacksonville-jaguars-gm-dave-caldwell-describes-process-of-acquiring-qb-n-424404,"['', 'videos', 'jacksonville-jaguars-gm-dave-caldwell-describes-process-of-acquiring-qb-n-424404']"
https://www.nfl.com/videos/nick-foles-introductory-press-conference-as-jacksonville-jaguars-new-qb-424400,"['', 'videos', 'nick-foles-introductory-press-conference-as-jacksonville-jaguars-new-qb-424400']"
https://www.nfl.com/videos/jacksonville-jaguars-executive-vp-tom-coughlin-nick-is-the-right-person-r-424397,"['', 'videos', 'jacksonville-jaguars-executive-vp-tom-coughlin-nick-is-the-right-person-r-424397']"
https://www.nfl.com/videos/jacksonville-jaguars-quarterback-nick-foles-on-preparing-to-be-full-time--424405,"['', 'videos', 'jacksonville-jaguars-quarterback-nick-foles-on-preparing-to-be-full-time--424405']"
https://www.nfl.com/videos/game-theory-what-outside-linebacker-dee-ford-brings-to-the-san-francisco--424407,"['', 'videos', 'game-theory-what-outside-linebacker-dee-ford-brings-to-the-san-francisco--424407']"
https://www.nfl.com/videos/jacksonville-jaguars-quarterback-nick-foles-explains-how-offensive-coordi-424403,"['', 'videos', 'jacksonville-jaguars-quarterback-nick-foles-explains-how-offensive-coordi-424403']"
https://www.nfl.com/videos/clemson-tigers-head-coach-dabo-swinney-discusses-clemson-s-2019-nfl-draft-424394,"['', 'videos', 'clemson-tigers-head-coach-dabo-swinney-discusses-clemson-s-2019-nfl-draft-424394']"
https://www.nfl.com/videos/nfl-network-s-mike-garafolo-details-seattle-seahawks-re-signing-of-guard--424389,"['', 'videos', 'nfl-network-s-mike-garafolo-details-seattle-seahawks-re-signing-of-guard--424389']"
https://www.nfl.com/videos/hall-of-fame-safety-ed-reed-2-0-nfl-network-s-maurice-jones-drew-thinks-s-424387,"['', 'videos', 'hall-of-fame-safety-ed-reed-2-0-nfl-network-s-maurice-jones-drew-thinks-s-424387']"
https://www.nfl.com/videos/jacksonville-jaguars-quarterback-nick-foles-addresses-the-media-for-first-424382,"['', 'videos', 'jacksonville-jaguars-quarterback-nick-foles-addresses-the-media-for-first-424382']"
https://www.nfl.com/videos/game-theory-stats-that-show-how-wide-receiver-antonio-brown-should-improv-424372,"['', 'videos', 'game-theory-stats-that-show-how-wide-receiver-antonio-brown-should-improv-424372']"
https://www.nfl.com/videos/tennessee-titans-head-coach-mike-vrabel-sends-clemson-tigers-defensive-ta-424371,"['', 'videos', 'tennessee-titans-head-coach-mike-vrabel-sends-clemson-tigers-defensive-ta-424371']"
https://www.nfl.com/videos/northern-arizona-wide-receiver-emmanuel-butler-s-2019-nfl-scouting-combin-424355,"['', 'videos', 'northern-arizona-wide-receiver-emmanuel-butler-s-2019-nfl-scouting-combin-424355']"
https://www.nfl.com/videos/nfl-network-s-mike-garafolo-explains-why-dallas-cowboys-are-re-signing-wi-424365,"['', 'videos', 'nfl-network-s-mike-garafolo-explains-why-dallas-cowboys-are-re-signing-wi-424365']"
https://www.nfl.com/videos/fantasy-football-projections-for-four-stars-on-new-teams-in-2019-424358,"['', 'videos', 'fantasy-football-projections-for-four-stars-on-new-teams-in-2019-424358']"
https://www.nfl.com/videos/nfl-network-s-gregg-rosenthal-defensive-end-cameron-wake-will-be-in-the-h-424352,"['', 'videos', 'nfl-network-s-gregg-rosenthal-defensive-end-cameron-wake-will-be-in-the-h-424352']"
https://www.nfl.com/videos/marshall-wide-receiver-tyre-brady-s-2019-nfl-scouting-combine-workout-424346,"['', 'videos', 'marshall-wide-receiver-tyre-brady-s-2019-nfl-scouting-combine-workout-424346']"
https://www.nfl.com/videos/should-qb-teddy-bridgewater-re-sign-with-new-orleans-saints-or-sign-with--424349,"['', 'videos', 'should-qb-teddy-bridgewater-re-sign-with-new-orleans-saints-or-sign-with--424349']"
https://www.nfl.com/videos/nfl-network-s-gregg-rosenthal-explains-why-new-york-jets-got-a-bargain-de-424348,"['', 'videos', 'nfl-network-s-gregg-rosenthal-explains-why-new-york-jets-got-a-bargain-de-424348']"
https://www.nfl.com/videos/nfl-network-s-mike-giardi-spotlights-one-big-name-wide-receiver-the-new-e-424347,"['', 'videos', 'nfl-network-s-mike-giardi-spotlights-one-big-name-wide-receiver-the-new-e-424347']"
https://www.nfl.com/videos/mike-garafolo-seattle-seahawks-expected-to-sign-guard-mike-iupati-to-1-ye-424345,"['', 'videos', 'mike-garafolo-seattle-seahawks-expected-to-sign-guard-mike-iupati-to-1-ye-424345']"
https://www.nfl.com/videos/nfl-network-s-charley-casserly-breaks-down-oakland-raiders-offseason-addi-424344,"['', 'videos', 'nfl-network-s-charley-casserly-breaks-down-oakland-raiders-offseason-addi-424344']"
