URLs,Subdirectories
https://www.nfl.com/videos/brooks-there-s-quite-a-divide-between-broncos-rest-of-afc-west,"['', 'videos', 'brooks-there-s-quite-a-divide-between-broncos-rest-of-afc-west']"
https://www.nfl.com/videos/joe-thomas-if-anybody-can-fix-daniel-jones-it-s-brian-daboll,"['', 'videos', 'joe-thomas-if-anybody-can-fix-daniel-jones-it-s-brian-daboll']"
https://www.nfl.com/videos/brooks-2022-will-be-the-best-version-of-daniel-jones-that-we-ll-see,"['', 'videos', 'brooks-2022-will-be-the-best-version-of-daniel-jones-that-we-ll-see']"
https://www.nfl.com/videos/bobby-wagner-shares-how-he-s-bonded-with-rams-teammates,"['', 'videos', 'bobby-wagner-shares-how-he-s-bonded-with-rams-teammates']"
https://www.nfl.com/videos/more-fascinating-duo-kirk-cousins-kevin-o-connell-or-tua-tagovailoa-mike-mcdanie,"['', 'videos', 'more-fascinating-duo-kirk-cousins-kevin-o-connell-or-tua-tagovailoa-mike-mcdanie']"
https://www.nfl.com/videos/are-concerns-about-tyreek-hill-s-fit-in-dolphins-offense-overblown-gmfb,"['', 'videos', 'are-concerns-about-tyreek-hill-s-fit-in-dolphins-offense-overblown-gmfb']"
https://www.nfl.com/videos/should-we-expect-a-playoff-berth-from-chargers-in-22-gmfb,"['', 'videos', 'should-we-expect-a-playoff-berth-from-chargers-in-22-gmfb']"
https://www.nfl.com/videos/jane-slater-s-top-five-non-qb-passes-in-nfl-history-gmfb,"['', 'videos', 'jane-slater-s-top-five-non-qb-passes-in-nfl-history-gmfb']"
https://www.nfl.com/videos/who-s-your-favorite-big-man-in-nfl-history-gmfb,"['', 'videos', 'who-s-your-favorite-big-man-in-nfl-history-gmfb']"
https://www.nfl.com/videos/vince-wilfork-to-be-inducted-into-patriots-hall-of-fame,"['', 'videos', 'vince-wilfork-to-be-inducted-into-patriots-hall-of-fame']"
https://www.nfl.com/videos/are-eagles-offseason-winners-in-nfc-east-gmfb,"['', 'videos', 'are-eagles-offseason-winners-in-nfc-east-gmfb']"
https://www.nfl.com/videos/should-nfl-institute-a-lottery-to-determine-draft-order-gmfb,"['', 'videos', 'should-nfl-institute-a-lottery-to-determine-draft-order-gmfb']"
https://www.nfl.com/videos/usc-football-players-make-2022-predictions-for-former-trojans,"['', 'videos', 'usc-football-players-make-2022-predictions-for-former-trojans']"
https://www.nfl.com/videos/k-j-wright-s-top-5-toughest-rbs-to-tackle-in-nfl-for-22,"['', 'videos', 'k-j-wright-s-top-5-toughest-rbs-to-tackle-in-nfl-for-22']"
https://www.nfl.com/videos/frelund-s-top-10-nfl-offenses-entering-2022-season-game-theory,"['', 'videos', 'frelund-s-top-10-nfl-offenses-entering-2022-season-game-theory']"
https://www.nfl.com/videos/under-the-radar-teams-players-in-2022-nfl-total-access,"['', 'videos', 'under-the-radar-teams-players-in-2022-nfl-total-access']"
https://www.nfl.com/videos/justin-herbert-breaks-ground-on-chargers-new-team-facility-in-el-segundo,"['', 'videos', 'justin-herbert-breaks-ground-on-chargers-new-team-facility-in-el-segundo']"
https://www.nfl.com/videos/predicting-afc-west-s-top-team-for-2022-nfl-total-access,"['', 'videos', 'predicting-afc-west-s-top-team-for-2022-nfl-total-access']"
https://www.nfl.com/videos/joe-thomas-really-nervous-about-mac-jones-second-nfl-season-in-2022,"['', 'videos', 'joe-thomas-really-nervous-about-mac-jones-second-nfl-season-in-2022']"
https://www.nfl.com/videos/frelund-dolphins-could-very-easily-pass-patriots-in-afc-east-in-2022,"['', 'videos', 'frelund-dolphins-could-very-easily-pass-patriots-in-afc-east-in-2022']"
https://www.nfl.com/videos/rapoport-james-bradberry-agreed-to-terms-with-eagles,"['', 'videos', 'rapoport-james-bradberry-agreed-to-terms-with-eagles']"
https://www.nfl.com/videos/k-j-wright-bobby-wagner-always-wanted-to-play-for-rams,"['', 'videos', 'k-j-wright-bobby-wagner-always-wanted-to-play-for-rams']"
https://www.nfl.com/videos/joe-judge-nothing-s-been-declared-on-pats-offensive-play-caller-for-2022,"['', 'videos', 'joe-judge-nothing-s-been-declared-on-pats-offensive-play-caller-for-2022']"
https://www.nfl.com/videos/bobby-wagner-describes-how-he-s-adjusting-to-la-traffic,"['', 'videos', 'bobby-wagner-describes-how-he-s-adjusting-to-la-traffic']"
https://www.nfl.com/videos/best-touchdown-at-every-age-nfl-throwback,"['', 'videos', 'best-touchdown-at-every-age-nfl-throwback']"
https://www.nfl.com/videos/gm-brandon-beane-and-bills-pay-respects-to-victims-of-buffalo-shooting-tragedy,"['', 'videos', 'gm-brandon-beane-and-bills-pay-respects-to-victims-of-buffalo-shooting-tragedy']"
https://www.nfl.com/videos/2022-schedule-release-by-the-numbers,"['', 'videos', '2022-schedule-release-by-the-numbers']"
https://www.nfl.com/videos/dalvin-cook-announces-he-s-switching-jersey-no-to-4-this-2022-season,"['', 'videos', 'dalvin-cook-announces-he-s-switching-jersey-no-to-4-this-2022-season']"
https://www.nfl.com/videos/which-offense-has-the-most-unanswered-questions-right-now-gmfb,"['', 'videos', 'which-offense-has-the-most-unanswered-questions-right-now-gmfb']"
https://www.nfl.com/videos/jim-mcmahon-on-playing-style-i-did-whatever-it-took-to-win-a-game,"['', 'videos', 'jim-mcmahon-on-playing-style-i-did-whatever-it-took-to-win-a-game']"
https://www.nfl.com/videos/who-s-the-bigger-x-factor-for-dolphins-tua-tagvailoa-or-mike-mcdaniel-gmfb,"['', 'videos', 'who-s-the-bigger-x-factor-for-dolphins-tua-tagvailoa-or-mike-mcdaniel-gmfb']"
https://www.nfl.com/videos/will-bengals-return-to-super-bowl-in-2022-gmfb,"['', 'videos', 'will-bengals-return-to-super-bowl-in-2022-gmfb']"
https://www.nfl.com/videos/matt-eberflus-justin-fields-is-starting-to-take-control,"['', 'videos', 'matt-eberflus-justin-fields-is-starting-to-take-control']"
https://www.nfl.com/videos/baby-gronk-madden-san-miguel-joins-nfl-total-access,"['', 'videos', 'baby-gronk-madden-san-miguel-joins-nfl-total-access']"
https://www.nfl.com/videos/k-j-wright-s-film-breakdown-of-signature-linebacker-plays,"['', 'videos', 'k-j-wright-s-film-breakdown-of-signature-linebacker-plays']"
