URLs,Subdirectories
https://www.nfl.com/news/rookies-attending-symposium-have-many-fresh-examples-of-what-no-09000d5d81113bdf,"['', 'news', 'rookies-attending-symposium-have-many-fresh-examples-of-what-no-09000d5d81113bdf']"
https://www.nfl.com/news/new-orleans-saints-training-camp-preview-09000d5d81113b0e,"['', 'news', 'new-orleans-saints-training-camp-preview-09000d5d81113b0e']"
https://www.nfl.com/news/new-england-patriots-training-camp-preview-09000d5d81113b03,"['', 'news', 'new-england-patriots-training-camp-preview-09000d5d81113b03']"
https://www.nfl.com/news/minnesota-vikings-training-camp-preview-09000d5d81113af2,"['', 'news', 'minnesota-vikings-training-camp-preview-09000d5d81113af2']"
https://www.nfl.com/news/miami-dolphins-training-camp-preview-09000d5d81113ad0,"['', 'news', 'miami-dolphins-training-camp-preview-09000d5d81113ad0']"
https://www.nfl.com/news/kansas-city-chiefs-training-camp-preview-09000d5d81113ab2,"['', 'news', 'kansas-city-chiefs-training-camp-preview-09000d5d81113ab2']"
https://www.nfl.com/news/jacksonville-jaguars-training-camp-preview-09000d5d81113a75,"['', 'news', 'jacksonville-jaguars-training-camp-preview-09000d5d81113a75']"
https://www.nfl.com/news/indianapolis-colts-training-camp-preview-09000d5d81113675,"['', 'news', 'indianapolis-colts-training-camp-preview-09000d5d81113675']"
https://www.nfl.com/news/houston-texans-training-camp-preview-09000d5d81113656,"['', 'news', 'houston-texans-training-camp-preview-09000d5d81113656']"
https://www.nfl.com/news/green-bay-training-camp-preview-09000d5d81113637,"['', 'news', 'green-bay-training-camp-preview-09000d5d81113637']"
https://www.nfl.com/news/detroit-lions-training-camp-preview-09000d5d81113605,"['', 'news', 'detroit-lions-training-camp-preview-09000d5d81113605']"
https://www.nfl.com/news/denver-broncos-training-camp-preview-09000d5d811131a1,"['', 'news', 'denver-broncos-training-camp-preview-09000d5d811131a1']"
https://www.nfl.com/news/dallas-cowboys-training-camp-preview-09000d5d8111316e,"['', 'news', 'dallas-cowboys-training-camp-preview-09000d5d8111316e']"
https://www.nfl.com/news/cleveland-browns-training-camp-preview-09000d5d81113126,"['', 'news', 'cleveland-browns-training-camp-preview-09000d5d81113126']"
https://www.nfl.com/news/cincinnati-bengals-training-camp-preview-09000d5d811130d8,"['', 'news', 'cincinnati-bengals-training-camp-preview-09000d5d811130d8']"
https://www.nfl.com/news/chicago-bears-training-camp-preview-09000d5d81113019,"['', 'news', 'chicago-bears-training-camp-preview-09000d5d81113019']"
https://www.nfl.com/news/carolina-panthers-training-camp-preview-09000d5d81112fd8,"['', 'news', 'carolina-panthers-training-camp-preview-09000d5d81112fd8']"
https://www.nfl.com/news/buffalo-bills-training-camp-preview-09000d5d81112f70,"['', 'news', 'buffalo-bills-training-camp-preview-09000d5d81112f70']"
https://www.nfl.com/news/baltimore-ravens-training-camp-preview-09000d5d81112cf0,"['', 'news', 'baltimore-ravens-training-camp-preview-09000d5d81112cf0']"
https://www.nfl.com/news/atlanta-falcons-training-camp-preview-09000d5d81112a0d,"['', 'news', 'atlanta-falcons-training-camp-preview-09000d5d81112a0d']"
https://www.nfl.com/news/albert-the-greatest-on-this-list-of-nfl-s-top-defensive-tackles-09000d5d81111f38,"['', 'news', 'albert-the-greatest-on-this-list-of-nfl-s-top-defensive-tackles-09000d5d81111f38']"
https://www.nfl.com/news/return-to-nfl-isn-t-the-main-thrust-of-vick-s-new-bankruptcy-pl-09000d5d81111594,"['', 'news', 'return-to-nfl-isn-t-the-main-thrust-of-vick-s-new-bankruptcy-pl-09000d5d81111594']"
https://www.nfl.com/news/testing-video-relation-pl-ignore-09000d5d81110b95,"['', 'news', 'testing-video-relation-pl-ignore-09000d5d81110b95']"
https://www.nfl.com/news/eagles-agree-to-four-year-deal-with-rb-mccoy-a-second-round-dra-09000d5d8110f735,"['', 'news', 'eagles-agree-to-four-year-deal-with-rb-mccoy-a-second-round-dra-09000d5d8110f735']"
https://www.nfl.com/news/thousands-gather-to-remember-iowa-high-school-football-coach-09000d5d8110f5ea,"['', 'news', 'thousands-gather-to-remember-iowa-high-school-football-coach-09000d5d8110f5ea']"
https://www.nfl.com/news/vikings-wr-harvin-sent-home-from-rookie-symposium-due-to-illnes-09000d5d8110f22d,"['', 'news', 'vikings-wr-harvin-sent-home-from-rookie-symposium-due-to-illnes-09000d5d8110f22d']"
https://www.nfl.com/news/fail-safe-identifying-the-league-s-best-safety-tandems-09000d5d8110f0c4,"['', 'news', 'fail-safe-identifying-the-league-s-best-safety-tandems-09000d5d8110f0c4']"
https://www.nfl.com/news/will-2009-bring-a-return-on-bears-hester-experiment-09000d5d8110eab6,"['', 'news', 'will-2009-bring-a-return-on-bears-hester-experiment-09000d5d8110eab6']"
